time (s) 	 Flowrate (scfm) 
0.754000 	 20.491048 
0.755000 	 20.365050 
0.756000 	 20.869041 
0.757000 	 20.365050 
0.758000 	 20.869041 
0.759000 	 20.365050 
0.760000 	 20.743043 
0.761000 	 20.365050 
0.762000 	 20.743043 
0.763000 	 20.617045 
0.764000 	 21.121037 
0.765000 	 20.617045 
0.766000 	 20.869041 
0.767000 	 20.617045 
0.768000 	 20.743043 
0.769000 	 20.995039 
0.770000 	 20.491048 
0.771000 	 20.995039 
0.772000 	 20.365050 
0.773000 	 20.743043 
0.774000 	 20.365050 
0.775000 	 20.869041 
0.776000 	 20.491048 
0.777000 	 20.617045 
0.778000 	 20.113054 
0.779000 	 20.869041 
0.780000 	 20.365050 
0.781000 	 20.617045 
0.782000 	 20.239052 
0.783000 	 20.365050 
0.784000 	 20.365050 
0.785000 	 20.617045 
0.786000 	 20.365050 
0.787000 	 20.239052 
0.788000 	 20.239052 
0.789000 	 20.239052 
0.790000 	 20.239052 
0.791000 	 20.239052 
0.792000 	 20.239052 
0.793000 	 20.617045 
0.794000 	 20.365050 
0.795000 	 20.365050 
0.796000 	 20.365050 
0.797000 	 20.365050 
0.798000 	 20.239052 
0.799000 	 20.365050 
0.800000 	 20.239052 
0.801000 	 20.365050 
0.802000 	 20.617045 
0.803000 	 20.491048 
0.804000 	 20.365050 
0.805000 	 20.491048 
0.806000 	 20.239052 
0.807000 	 20.365050 
0.808000 	 20.491048 
0.809000 	 20.365050 
0.810000 	 19.987057 
0.811000 	 20.491048 
0.812000 	 20.365050 
0.813000 	 20.617045 
0.814000 	 20.365050 
0.815000 	 20.365050 
0.816000 	 20.491048 
0.817000 	 20.113054 
0.818000 	 20.239052 
0.819000 	 20.491048 
0.820000 	 20.617045 
0.821000 	 20.239052 
0.822000 	 20.113054 
0.823000 	 20.365050 
0.824000 	 20.239052 
0.825000 	 20.365050 
0.826000 	 20.365050 
0.827000 	 20.239052 
0.828000 	 20.239052 
0.829000 	 20.365050 
0.830000 	 20.365050 
0.831000 	 20.491048 
0.832000 	 20.365050 
0.833000 	 20.239052 
0.834000 	 20.365050 
0.835000 	 20.743043 
0.836000 	 20.239052 
0.837000 	 20.239052 
0.838000 	 20.239052 
0.839000 	 20.365050 
0.840000 	 20.239052 
0.841000 	 20.113054 
0.842000 	 20.239052 
0.843000 	 20.239052 
0.844000 	 20.239052 
0.845000 	 20.113054 
0.846000 	 20.239052 
0.847000 	 20.365050 
0.848000 	 20.617045 
0.849000 	 20.365050 
0.850000 	 20.113054 
0.851000 	 20.239052 
0.852000 	 20.491048 
0.853000 	 20.239052 
0.854000 	 20.239052 
0.855000 	 20.239052 
0.856000 	 20.239052 
0.857000 	 20.239052 
0.858000 	 20.239052 
0.859000 	 20.491048 
0.860000 	 20.617045 
0.861000 	 20.239052 
0.862000 	 20.239052 
0.863000 	 20.365050 
0.864000 	 20.365050 
0.865000 	 20.365050 
0.866000 	 20.113054 
0.867000 	 20.239052 
0.868000 	 20.491048 
0.869000 	 20.239052 
0.870000 	 20.365050 
0.871000 	 20.365050 
0.872000 	 20.113054 
0.873000 	 20.113054 
0.874000 	 20.239052 
0.875000 	 20.365050 
0.876000 	 20.365050 
0.877000 	 20.113054 
0.878000 	 20.239052 
0.879000 	 20.365050 
0.880000 	 20.491048 
0.881000 	 20.365050 
0.882000 	 20.239052 
0.883000 	 20.239052 
0.884000 	 20.239052 
0.885000 	 20.491048 
0.886000 	 20.365050 
0.887000 	 20.365050 
0.888000 	 20.365050 
0.889000 	 20.365050 
0.890000 	 20.239052 
0.891000 	 20.365050 
0.892000 	 20.239052 
0.893000 	 20.365050 
0.894000 	 20.113054 
0.895000 	 20.365050 
0.896000 	 20.491048 
0.897000 	 20.743043 
0.898000 	 20.491048 
0.899000 	 20.491048 
0.900000 	 20.239052 
0.901000 	 20.239052 
0.902000 	 20.617045 
0.903000 	 20.617045 
0.904000 	 20.491048 
0.905000 	 20.239052 
0.906000 	 20.239052 
0.907000 	 20.365050 
0.908000 	 20.365050 
